CustomerID,Customer_Score,Customer_Type,Segment,Risk_Status,Priority_Flag,Actual_Revenue,Predicted_Revenue,Prediction_Error,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,HVC_Score,RFM_Segment
12378.0,25.4729239198498,High-Value,Hibernating,High Risk,CRITICAL,4008.62,3206.641744706154,-801.9782552938459,130,1,4008.62,2,1,5,2.9,21
12379.0,18.505382997671827,Regular,Hibernating,Low Risk,NORMAL,852.24,1288.3136268417418,436.07362684174177,82,2,852.24,2,2,3,2.4000000000000004,22
12380.0,43.96663381407888,High-Value,Loyal_Customers,Low Risk,HIGH,2724.8100000000004,2521.4564109714684,-203.35358902853204,22,4,2724.8100000000004,4,4,5,4.4,44
12381.0,42.71843810951369,Regular,Champions,Low Risk,NORMAL,1845.3100000000004,2526.280150717246,680.9701507172458,5,5,1845.3100000000004,5,4,4,4.300000000000001,54
12383.0,27.63687318843825,Regular,At_Risk,Medium Risk,NORMAL,1850.56,2308.2183277685754,457.6583277685754,185,5,1850.56,1,4,4,3.1,14
12384.0,26.085834733687406,Regular,Potential_Loyalists,Low Risk,NORMAL,585.2700000000001,1503.3993767405052,918.1293767405051,29,2,585.2700000000001,4,2,3,3.0,42
12386.0,9.674470479370775,Regular,Hibernating,Medium Risk,NORMAL,401.9,1071.9959867648806,670.0959867648806,338,2,401.9,1,2,2,1.7,12
12388.0,44.436473849449,High-Value,Loyal_Customers,Low Risk,HIGH,2780.6600000000003,3777.562262067918,996.9022620679175,16,6,2780.6600000000003,4,4,5,4.4,44
12390.0,14.84583004579751,Regular,Hibernating,Medium Risk,NORMAL,549.84,1530.121599369197,980.2815993691969,80,1,549.84,2,1,3,2.1,21
12391.0,17.1341776963966,Regular,Promising,Medium Risk,NORMAL,460.89,964.2742162883626,503.3842162883626,22,1,460.89,4,1,2,2.3,41
12393.0,34.91485992419835,Regular,Loyal_Customers,Low Risk,NORMAL,1582.6,1714.671292099142,132.07129209914206,72,4,1582.6,3,4,4,3.7,34
12394.0,27.591465450127796,Regular,About_to_Sleep,Low Risk,NORMAL,1272.48,2186.821849216276,914.3418492162759,64,2,1272.48,3,2,4,3.1,32
12395.0,49.28778117103632,High-Value,Loyal_Customers,Low Risk,HIGH,3018.63,6721.880469032691,3703.2504690326905,19,12,3018.63,4,5,5,4.7,45
12397.0,32.84818883038835,High-Value,About_to_Sleep,Low Risk,HIGH,2409.9000000000005,2873.165531709222,463.26553170922125,36,2,2409.9000000000005,3,2,5,3.5,32
12398.0,23.91475821696575,Regular,About_to_Sleep,Medium Risk,NORMAL,1635.66,2382.768269992627,747.1082699926271,46,1,1635.66,3,1,4,2.8,31
12399.0,31.146612979090463,Regular,At_Risk,Medium Risk,NORMAL,1108.65,1665.8885303308623,557.2385303308622,119,4,1108.65,2,4,4,3.4,24
12401.0,0.6927934498264512,Regular,Hibernating,High Risk,MEDIUM,84.3,452.6131107483054,368.3131107483054,303,1,84.3,1,1,1,1.0,11
12402.0,0.7142363014361087,Regular,Hibernating,High Risk,MEDIUM,225.6,509.9400504371854,284.34005043718537,323,1,225.6,1,1,1,1.0,11
12403.0,13.345560042259535,Regular,About_to_Sleep,Medium Risk,NORMAL,427.7,861.0308618156466,433.33086181564664,50,1,427.7,3,1,2,2.0,31
12405.0,20.206551256364904,Regular,Hibernating,High Risk,MEDIUM,1710.3900000000003,2494.500939353212,784.1109393532115,149,1,1710.3900000000003,2,1,4,2.5,21
12406.0,36.65181648065218,High-Value,Potential_Loyalists,Low Risk,HIGH,3415.3,3016.5377439641543,-398.7622560358459,22,2,3415.3,4,2,5,3.8,42
12407.0,35.129409232854236,Regular,Loyal_Customers,Low Risk,NORMAL,1708.1199999999997,2288.2636249429306,580.143624942931,50,5,1708.1199999999997,3,4,4,3.7,34
12408.0,44.2165638278907,High-Value,Loyal_Customers,Low Risk,HIGH,2888.55,3189.6381943019087,301.0881943019085,33,5,2888.55,4,4,5,4.4,44
12409.0,32.733061981671874,High-Value,At_Risk,Low Risk,HIGH,11072.67,2565.3767155068235,-8507.293284493177,79,3,11072.67,2,3,5,3.5,23
12410.0,14.930121717050849,Regular,Hibernating,Medium Risk,NORMAL,693.3299999999999,1755.4733222733823,1062.1433222733824,309,2,693.3299999999999,1,2,3,2.1,12
12412.0,27.442030038835867,Regular,At_Risk,Low Risk,NORMAL,1226.88,1787.3099295116692,560.4299295116691,75,3,1226.88,2,3,4,3.1,23
12413.0,25.965347172068515,Regular,Need_Attention,Low Risk,NORMAL,758.1,1181.2788256158867,423.1788256158867,67,3,758.1,3,3,3,3.0,33
12414.0,18.488893266359774,Regular,At_Risk,Medium Risk,NORMAL,562.41,1244.2287332081912,681.8187332081912,217,3,562.41,1,3,3,2.4000000000000004,13
12415.0,51.43636989277729,High-Value,Loyal_Customers,Low Risk,HIGH,124914.53,12466.079902468919,-112448.45009753108,24,21,124914.53,4,5,5,4.7,45
12417.0,52.37485519985967,High-Value,Champions,Low Risk,HIGH,3649.1,4949.564087814064,1300.464087814064,3,9,3649.1,5,5,5,5.0,55
12418.0,14.881210750953445,Regular,Hibernating,High Risk,MEDIUM,668.58,1624.7110498558488,956.1310498558488,113,1,668.58,2,1,3,2.1,21
12420.0,18.647313410900374,Regular,About_to_Sleep,Medium Risk,NORMAL,600.3900000000001,1667.7611176552407,1067.3711176552406,64,1,600.3900000000001,3,1,3,2.4000000000000004,31
12421.0,33.38671421356783,Regular,Loyal_Customers,Low Risk,NORMAL,807.0400000000001,971.0555329500473,164.01553295004726,16,4,807.0400000000001,4,4,3,3.6,44
12422.0,22.177801660511935,Regular,At_Risk,Medium Risk,NORMAL,803.5599999999998,1080.901818127615,277.34181812761506,96,3,803.5599999999998,2,3,3,2.7,23
12423.0,46.84783109675811,Regular,Champions,Low Risk,NORMAL,1859.31,3540.578029286241,1681.268029286241,1,8,1859.31,5,5,4,4.6,55
12424.0,23.87896991920501,Regular,Hibernating,Medium Risk,NORMAL,1760.9599999999996,2287.089130639084,526.1291306390845,163,2,1760.9599999999996,2,2,4,2.8,22
12425.0,14.843685760636543,Regular,Hibernating,Medium Risk,NORMAL,777.1999999999999,1524.3889054003087,747.1889054003087,78,1,777.1999999999999,2,1,3,2.1,21
12426.0,11.150488796162456,Regular,Hibernating,High Risk,MEDIUM,582.73,1676.2504325431094,1093.5204325431093,195,1,582.73,1,1,3,1.8000000000000005,11
12427.0,29.735738402337372,Regular,Potential_Loyalists,Low Risk,NORMAL,825.8,1235.7942813530547,409.9942813530547,22,3,825.8,4,3,3,3.3,43
12428.0,48.58087683282018,High-Value,Loyal_Customers,Low Risk,HIGH,7956.46,4831.988998419129,-3124.4710015808714,26,9,7956.46,4,5,5,4.7,45
12429.0,47.771333606923186,High-Value,Champions,Low Risk,HIGH,3750.4,2667.694970210844,-1082.705029789156,9,4,3750.4,5,4,5,4.7,54
12430.0,13.338055044196155,Regular,About_to_Sleep,Medium Risk,NORMAL,256.4,840.9664329245386,584.5664329245386,43,1,256.4,3,1,2,2.0,31
12431.0,46.20177928479347,High-Value,Loyal_Customers,Low Risk,HIGH,6487.45,8497.06319723576,2009.6131972357607,36,15,6487.45,3,5,5,4.4,35
12432.0,40.40864760730493,High-Value,Loyal_Customers,Low Risk,HIGH,5059.319999999999,3034.8005941092015,-2024.5194058907973,43,5,5059.319999999999,3,4,5,4.1,34
12433.0,51.89643802384568,High-Value,Champions,Low Risk,HIGH,13375.87,3670.5274608420623,-9705.342539157939,1,7,13375.87,5,5,5,5.0,55
12434.0,18.508599425413273,Regular,Hibernating,Low Risk,NORMAL,806.14,1296.9126677950737,490.77266779507374,85,2,806.14,2,2,3,2.4000000000000004,22
12435.0,29.076725457539013,High-Value,Hibernating,Low Risk,HIGH,7829.890000000001,2815.7837289876106,-5014.106271012391,80,2,7829.890000000001,2,2,5,3.2,22
12436.0,14.867272897407167,Regular,Hibernating,High Risk,MEDIUM,509.0100000000001,1587.448539058077,1078.438539058077,100,1,509.0100000000001,2,1,3,2.1,21
12437.0,54.51701106611774,High-Value,Champions,Low Risk,HIGH,4951.41,10676.56543934363,5725.155439343631,2,18,4951.41,5,5,5,5.0,55
12438.0,36.643239340008314,High-Value,Potential_Loyalists,Low Risk,HIGH,2906.8500000000004,2993.606968088602,86.75696808860175,14,2,2906.8500000000004,4,2,5,3.8,42
12441.0,0.7614105749773556,Regular,Hibernating,High Risk,MEDIUM,173.55,636.0593177527214,462.5093177527214,367,1,173.55,1,1,1,1.0,11
12442.0,15.645701261243943,Regular,New_Customers,Medium Risk,NORMAL,172.06,326.7132955636964,154.65329556369642,3,1,172.06,5,1,1,2.2,51
12444.0,44.203698116924905,High-Value,Loyal_Customers,Low Risk,HIGH,5005.46,3155.242030488581,-1850.2179695114191,21,5,5005.46,4,4,5,4.4,44
12445.0,11.847434323882526,Regular,Promising,Medium Risk,NORMAL,133.4,197.67281823098438,64.27281823098437,22,1,133.4,4,1,1,1.9,41
12446.0,23.927623927931545,Regular,About_to_Sleep,Medium Risk,NORMAL,1002.31,2417.164433805955,1414.854433805955,58,1,1002.31,3,1,4,2.8,31
12447.0,5.915208267511552,Regular,Hibernating,High Risk,MEDIUM,476.49,1047.233689739043,570.743689739043,243,1,476.49,1,1,2,1.4,11
12448.0,13.339127186776638,Regular,About_to_Sleep,Medium Risk,NORMAL,449.4500000000001,843.8327799089827,394.3827799089826,44,1,449.4500000000001,3,1,2,2.0,31
12449.0,43.96663381407888,High-Value,Loyal_Customers,Low Risk,HIGH,4067.29,2521.4564109714684,-1545.8335890285316,22,4,4067.29,4,4,5,4.4,44
12450.0,8.011234803599406,Regular,Hibernating,Medium Risk,NORMAL,197.88,-32.77949242415821,-230.6594924241582,156,2,197.88,2,2,1,1.6,22
12451.0,48.01161433751066,High-Value,Champions,Low Risk,HIGH,9035.52,3310.079630681289,-5725.440369318711,11,5,9035.52,5,4,5,4.7,54
12452.0,20.786225650207538,Regular,Potential_Loyalists,Low Risk,NORMAL,430.57,702.4018148697994,271.8318148697994,17,2,430.57,4,2,2,2.6,42
12453.0,14.903725745143586,Regular,Hibernating,High Risk,MEDIUM,707.0899999999999,1684.904336529173,977.814336529173,134,1,707.0899999999999,2,1,3,2.1,21
12454.0,29.21222301528466,High-Value,About_to_Sleep,Medium Risk,HIGH,3528.34,3178.0331378944456,-350.3068621055545,56,1,3528.34,3,1,5,3.2,31
12455.0,36.86031068375534,High-Value,At_Risk,Low Risk,HIGH,2466.86,3573.94190010693,1107.0819001069299,73,6,2466.86,2,4,5,3.8,24
12456.0,36.51417463774556,High-Value,Need_Attention,Low Risk,HIGH,3181.04,2648.555641088431,-532.484358911569,44,3,3181.04,3,3,5,3.8,33
12457.0,44.328851998795905,High-Value,Loyal_Customers,Low Risk,HIGH,2363.23,3489.8378747566267,1126.6078747566266,66,7,2363.23,3,5,5,4.4,35
12458.0,27.598970448191174,Regular,About_to_Sleep,Low Risk,NORMAL,947.4,2206.886278107384,1259.486278107384,71,2,947.4,3,2,4,3.1,32
12461.0,18.51824870863762,Regular,Hibernating,Medium Risk,NORMAL,826.88,1322.7097906550696,495.8297906550696,94,2,826.88,2,2,3,2.4000000000000004,22
12462.0,31.361856680396652,Regular,Potential_Loyalists,Low Risk,NORMAL,1189.59,2241.337304953444,1051.747304953444,19,2,1189.59,4,2,4,3.4,42
12463.0,34.89448921516918,Regular,Loyal_Customers,Low Risk,NORMAL,1344.7800000000002,1660.2106993947057,315.43069939470547,53,4,1344.7800000000002,3,4,4,3.7,34
12464.0,46.857480379982455,Regular,Champions,Low Risk,NORMAL,1212.05,3566.3751521462373,2354.325152146237,10,8,1212.05,5,5,4,4.6,55
12465.0,26.07296902272161,Regular,Potential_Loyalists,Low Risk,NORMAL,742.19,1469.0032129271774,726.8132129271773,17,2,742.19,4,2,3,3.0,42
12468.0,14.80039246481242,Regular,Hibernating,Medium Risk,NORMAL,729.54,1408.645337155658,679.1053371556579,188,2,729.54,1,2,3,2.1,12
12471.0,57.37464841123582,High-Value,Champions,Low Risk,HIGH,19824.05,18316.38903736231,-1507.6609626376885,2,30,19824.05,5,5,5,5.0,55
12472.0,48.11103679745007,High-Value,Loyal_Customers,Low Risk,HIGH,6572.110000000001,3575.883147322679,-2996.2268526773214,32,7,6572.110000000001,4,5,5,4.7,45
12473.0,44.21227525756877,High-Value,Loyal_Customers,Low Risk,HIGH,3938.55,3178.172806364133,-760.3771936358671,29,5,3938.55,4,4,5,4.4,44
12474.0,50.714455558434395,High-Value,Loyal_Customers,Low Risk,HIGH,7375.79,10536.059574073142,3160.2695740731424,17,18,7375.79,4,5,5,4.7,45
12475.0,18.636591985095546,Regular,About_to_Sleep,Medium Risk,NORMAL,723.3799999999999,1639.0976478108003,915.7176478108004,54,1,723.3799999999999,3,1,3,2.4000000000000004,31
12476.0,49.04642829786837,High-Value,Loyal_Customers,Low Risk,HIGH,6816.42,6076.6294615778015,-739.7905384221986,16,11,6816.42,4,5,5,4.7,45
12477.0,44.443978847512376,High-Value,Loyal_Customers,Low Risk,HIGH,13219.740000000002,3797.626690959026,-9422.113309040975,23,6,13219.740000000002,4,4,5,4.4,44
12478.0,26.220260148852574,Regular,New_Customers,Medium Risk,NORMAL,680.9900000000001,1862.782438662896,1181.792438662896,4,1,680.9900000000001,5,1,3,3.0,51
12479.0,26.227765146915957,Regular,New_Customers,Medium Risk,NORMAL,527.2,1882.8468675540041,1355.646867554004,11,1,527.2,5,1,3,3.0,51
12480.0,43.97306666956178,High-Value,Loyal_Customers,Low Risk,HIGH,3281.63,2538.6544928781323,-742.9755071218678,28,4,3281.63,4,4,5,4.4,44
12481.0,48.81579685050524,High-Value,Loyal_Customers,Low Risk,HIGH,5596.32,5460.041923967353,-136.27807603264682,23,10,5596.32,4,5,5,4.7,45
12483.0,48.33309110416933,High-Value,Loyal_Customers,Low Risk,HIGH,2484.98,4169.539909057576,1684.5599090575756,17,8,2484.98,4,5,5,4.7,45
12484.0,44.45470027331721,High-Value,Loyal_Customers,Low Risk,HIGH,4541.719999999999,3826.2901608034654,-715.429839196534,33,6,4541.719999999999,4,4,5,4.4,44
12488.0,38.82825371027624,Regular,Potential_Loyalists,Low Risk,NORMAL,1298.6600000000003,2151.500585634253,852.8405856342529,10,3,1298.6600000000003,5,3,4,4.0,53
12489.0,6.014917527496461,Regular,Hibernating,High Risk,MEDIUM,334.92999999999995,1313.8039592923358,978.8739592923358,336,1,334.92999999999995,1,1,2,1.4,11
12490.0,52.61513593044714,High-Value,Champions,Low Risk,HIGH,5417.93,5591.948748284509,174.01874828450855,5,10,5417.93,5,5,5,5.0,55
12491.0,13.333766473874222,Regular,About_to_Sleep,Medium Risk,NORMAL,460.4,829.5010449867627,369.10104498676276,39,1,460.4,3,1,2,2.0,31
12492.0,17.016906562519157,Regular,About_to_Sleep,Low Risk,NORMAL,263.21,650.7527061170758,387.54270611707585,63,2,263.21,3,2,2,2.3,32
12493.0,13.30869960191831,Regular,Hibernating,Medium Risk,NORMAL,433.74,762.4853754776602,328.7453754776602,166,2,433.74,2,2,2,2.0,22
12494.0,42.80713914364827,Regular,Loyal_Customers,Low Risk,NORMAL,1246.1,2763.420197514196,1517.320197514196,16,7,1246.1,4,5,4,4.300000000000001,45
12497.0,20.13471770347255,Regular,Hibernating,Medium Risk,NORMAL,1043.1,2302.455691395463,1259.355691395463,82,1,1043.1,2,1,4,2.5,21
12498.0,24.44792288724281,Regular,Potential_Loyalists,Low Risk,NORMAL,403.7,466.32653631123253,62.62653631123254,21,3,403.7,4,3,2,2.8999999999999995,43
12500.0,49.05393329593175,High-Value,Loyal_Customers,Low Risk,HIGH,4257.820000000001,6096.69389046891,1838.873890468909,23,11,4257.820000000001,4,5,5,4.7,45
12501.0,21.87621978761917,High-Value,Hibernating,High Risk,CRITICAL,2169.3900000000003,3616.474500448914,1447.0845004489138,337,1,2169.3900000000003,1,1,5,2.6,11
12502.0,36.64683351767994,High-Value,At_Risk,Medium Risk,HIGH,3723.87,3003.215914247585,-720.6540857524151,96,5,3723.87,2,4,5,3.8,24
12504.0,20.78729779278802,Regular,Potential_Loyalists,Low Risk,NORMAL,482.05,705.2681618542435,223.21816185424353,18,2,482.05,4,2,2,2.6,42
12506.0,0.6177434691926492,Regular,Hibernating,High Risk,MEDIUM,73.50000000000001,251.96882183722505,178.46882183722505,233,1,73.50000000000001,1,1,1,1.0,11
12507.0,27.505286451084356,Regular,At_Risk,Medium Risk,NORMAL,1304.81,1956.4244015938655,651.6144015938655,134,3,1304.81,2,3,4,3.1,23
12508.0,20.795874933431882,Regular,Potential_Loyalists,Low Risk,NORMAL,398.27,728.1989377297955,329.9289377297955,26,2,398.27,4,2,2,2.6,42
12509.0,0.6724227407972763,Regular,Hibernating,High Risk,MEDIUM,176.5,398.1525180438691,221.65251804386912,284,1,176.5,1,1,1,1.0,11
12510.0,23.85752706759535,Regular,Hibernating,Medium Risk,NORMAL,982.57,2229.762190950204,1247.192190950204,143,2,982.57,2,2,4,2.8,22
12512.0,11.733379617746532,Regular,About_to_Sleep,Low Risk,NORMAL,138.03,-107.24965098697044,-245.27965098697044,66,2,138.03,3,2,1,1.9,32
12513.0,14.881210750953445,Regular,Hibernating,High Risk,MEDIUM,612.2900000000001,1624.7110498558488,1012.4210498558488,113,1,612.2900000000001,2,1,3,2.1,21
12514.0,16.514426434471297,Regular,Hibernating,High Risk,MEDIUM,1017.68,2649.2288134804558,1631.548813480456,267,1,1017.68,1,1,4,2.2,11
12515.0,6.03314395136467,Regular,Hibernating,High Risk,MEDIUM,383.7000000000001,1362.5318580278833,978.8318580278833,353,1,383.7000000000001,1,1,2,1.4,11
12516.0,23.78783779986396,Regular,Hibernating,Low Risk,NORMAL,1312.06,2043.4496369613441,731.3896369613442,78,2,1312.06,2,2,4,2.8,22
12517.0,44.21120311498829,High-Value,Loyal_Customers,Low Risk,HIGH,2502.84,3175.306459379689,672.4664593796888,28,5,2502.84,4,4,5,4.4,44
12518.0,42.71414953919176,Regular,Champions,Low Risk,NORMAL,2056.89,2514.8147627794706,457.9247627794707,1,5,2056.89,5,4,4,4.300000000000001,54
12519.0,13.360570038386296,Regular,About_to_Sleep,Medium Risk,NORMAL,340.84000000000003,901.1597195978627,560.3197195978627,64,1,340.84000000000003,3,1,2,2.0,31
12520.0,36.62860709381173,High-Value,At_Risk,Low Risk,HIGH,2634.26,2954.4880155120372,320.228015512037,79,5,2634.26,2,4,5,3.8,24
12521.0,14.91337502836793,Regular,Hibernating,High Risk,MEDIUM,599.68,1710.7014593891688,1111.0214593891687,143,1,599.68,2,1,3,2.1,21
12522.0,11.704431768073494,Regular,About_to_Sleep,Low Risk,NORMAL,192.72000000000003,-184.64101956695845,-377.3610195669585,39,2,192.72000000000003,3,2,1,1.9,32
12523.0,43.76290135309575,Regular,Loyal_Customers,Low Risk,NORMAL,1789.77,5318.627104473755,3528.857104473755,19,11,1789.77,4,5,4,4.300000000000001,45
12524.0,52.14315160991605,High-Value,Champions,Low Risk,HIGH,4485.719999999999,4330.110203219171,-155.60979678082822,9,8,4485.719999999999,5,5,5,5.0,55
12526.0,38.8186044270519,Regular,Potential_Loyalists,Low Risk,NORMAL,1316.6600000000003,2125.703462774257,809.0434627742566,1,3,1316.6600000000003,5,3,4,4.0,53
12527.0,16.876048291871093,Regular,At_Risk,Low Risk,NORMAL,348.71000000000004,274.1715622880208,-74.53843771197921,82,3,348.71000000000004,2,3,2,2.3,23
12528.0,46.38013534654896,Regular,Champions,Low Risk,NORMAL,1933.48,2290.20487215868,356.7248721586798,9,6,1933.48,5,5,4,4.6,55
12530.0,34.90199421323256,Regular,Loyal_Customers,Low Risk,NORMAL,1662.28,1680.2751282858137,17.995128285813735,60,4,1662.28,3,4,4,3.7,34
12531.0,11.839929325819146,Regular,Promising,Medium Risk,NORMAL,125.22,177.60838933987657,52.38838933987657,15,1,125.22,4,1,1,1.9,41
12532.0,17.142754837040464,Regular,Promising,Medium Risk,NORMAL,349.83000000000004,987.2049921639148,637.3749921639147,30,1,349.83000000000004,4,1,2,2.3,41
12534.0,20.18725268991621,Regular,Hibernating,High Risk,MEDIUM,1089.18,2442.906693633219,1353.7266936332192,131,1,1089.18,2,1,4,2.5,21
12535.0,18.516104423476655,Regular,Hibernating,Medium Risk,NORMAL,716.35,1316.9770966861818,600.6270966861817,92,2,716.35,2,2,3,2.4000000000000004,22
12536.0,36.51310249516508,High-Value,Need_Attention,Low Risk,HIGH,12601.830000000002,2645.689294103987,-9956.140705896014,43,3,12601.830000000002,3,3,5,3.8,33
12538.0,17.14168269445998,Regular,Promising,Medium Risk,NORMAL,363.95,984.3386451794706,620.3886451794706,29,1,363.95,4,1,2,2.3,41
12539.0,43.96663381407888,High-Value,Loyal_Customers,Low Risk,HIGH,5568.349999999999,2521.4564109714684,-3046.893589028531,22,4,5568.349999999999,4,4,5,4.4,44
12540.0,50.47953554074934,High-Value,Loyal_Customers,Low Risk,HIGH,13400.24,9908.006648524919,-3492.233351475081,20,17,13400.24,4,5,5,4.7,45
12541.0,35.031058915495315,Regular,Potential_Loyalists,Low Risk,NORMAL,981.1800000000002,2025.3264552859848,1044.1464552859848,30,3,981.1800000000002,4,3,4,3.7,43
12544.0,13.330550046132775,Regular,About_to_Sleep,Medium Risk,NORMAL,372.7000000000001,820.9020040334306,448.20200403343046,36,1,372.7000000000001,3,1,2,2.0,31
12545.0,23.784621372122515,Regular,Hibernating,Low Risk,NORMAL,1000.39,2034.8505960080122,1034.460596008012,75,2,1000.39,2,2,4,2.8,22
12546.0,27.573239026259586,Regular,About_to_Sleep,Low Risk,NORMAL,1161.5,2138.0939504807284,976.5939504807284,47,2,1161.5,3,2,4,3.1,32
12547.0,4.237627145589095,Regular,Hibernating,Medium Risk,NORMAL,207.8,-95.89398911465798,-303.693989114658,198,2,207.8,1,2,1,1.2999999999999998,12
12548.0,4.364547562690882,Regular,Hibernating,High Risk,MEDIUM,95.2,243.42464391662475,148.22464391662476,166,1,95.2,2,1,1,1.2999999999999998,21
12550.0,20.1315012757311,Regular,Hibernating,Medium Risk,NORMAL,964.83,2293.8566504421315,1329.0266504421315,79,1,964.83,2,1,4,2.5,21
12551.0,0.7517612917530097,Regular,Hibernating,High Risk,MEDIUM,168.0,610.2621948927256,442.2621948927256,358,1,168.0,1,1,1,1.0,11
12552.0,16.99117514058757,Regular,About_to_Sleep,Low Risk,NORMAL,437.82,581.9603784904198,144.14037849041978,39,2,437.82,3,2,2,2.3,32
12553.0,52.61835235818859,High-Value,Champions,Low Risk,HIGH,3692.28,5600.54778923784,1908.2677892378401,8,10,3692.28,5,5,5,5.0,55
12556.0,22.28971208148696,Regular,About_to_Sleep,Low Risk,NORMAL,603.7099999999999,1380.0915933766817,776.3815933766817,50,2,603.7099999999999,3,2,3,2.7,32
12557.0,44.19833740402249,High-Value,Loyal_Customers,Low Risk,HIGH,11990.96,3140.910295566361,-8850.049704433637,16,5,11990.96,4,4,5,4.4,44
12558.0,20.937805346660433,Regular,New_Customers,Medium Risk,NORMAL,269.96000000000004,1107.6464285432946,837.6864285432946,8,1,269.96000000000004,5,1,2,2.6,51
